,
0,99.934
0.002,99.985
0.004,100.01
0.006,100.04
0.008,100.05
0.01,100.05
0.012,100.06
0.014,100.05
0.016,100.05
0.018,100.05
0.02,100.04
0.022,100.04
0.024,100.04
0.026,100.03
0.028,100.03
0.03,100.03
0.032,99.723
0.034,98.429
0.036,98.515
0.038,98.713
0.04,99.042
0.042,99.529
0.044,99.922
0.046,100.32
0.048,100.65
0.05,100.91
0.052,101.09
0.054,101.19
0.056,101.19
0.058,101.12
0.06,100.97
0.062,100.77
0.064,100.49
0.066,100.2
0.068,100.03
0.07,99.846
0.072,99.542
0.074,99.378
0.076,99.249
0.078,99.189
0.08,99.199
0.082,99.259
0.084,99.372
0.086,99.523
0.088,99.7
0.09,99.889
0.092,100.08
0.094,100.25
0.096,100.4
0.098,100.52
0.1,100.59
0.102,100.63
0.104,100.62
0.106,100.57
0.108,100.49
0.11,100.39
0.112,100.26
0.114,100.13
0.116,100
0.118,99.886
0.12,99.787
0.122,99.713
0.124,99.666
0.126,99.648
0.128,99.659
0.13,99.697
0.132,99.757
0.134,99.834
0.136,99.921
0.138,100.01
0.14,100.1
0.142,100.18
0.144,100.25
0.146,100.3
0.148,100.33
0.15,100.34
0.152,100.32
0.154,100.29
0.156,100.25
0.158,100.19
0.16,100.13
0.162,100.07
0.164,100.01
0.166,99.952
0.168,99.907
0.17,99.874
0.172,99.854
0.174,99.849
0.176,99.858
0.178,99.879
0.18,99.91
0.182,99.947
0.184,99.989
0.186,100.03
0.188,100.07
0.19,100.11
0.192,100.14
0.194,100.16
0.196,100.1
0.198,100.03
0.2,99.99
0.202,99.958
0.204,99.942
0.206,99.935
0.208,99.934
0.21,99.937
0.212,99.942
0.214,99.947
0.216,99.952
0.218,99.956
0.22,99.96
0.222,99.963
0.224,99.966
0.226,99.969
0.228,99.971
0.23,100.28
0.232,101.52
0.234,101.42
0.236,101.23
0.238,100.91
0.24,100.45
0.242,100.08
0.244,99.694
0.246,99.382
0.248,99.136
0.25,98.961
0.252,98.872
0.254,98.863
0.256,98.933
0.258,99.072
0.26,99.266
0.262,99.502
0.264,99.772
0.266,99.977
0.268,100.24
0.27,100.45
0.272,100.6
0.274,100.72
0.276,100.77
0.278,100.76
0.28,100.7
0.282,100.59
0.284,100.45
0.286,100.28
0.288,100.1
0.29,99.923
0.292,99.758
0.294,99.616
0.296,99.507
0.298,99.436
0.3,99.405
0.302,99.414
0.304,99.459
0.306,99.536
0.308,99.638
0.31,99.754
0.312,99.878
0.314,99.999
0.316,100.11
0.318,100.2
0.32,100.27
0.322,100.32
0.324,100.33
0.326,100.32
0.328,100.28
0.33,100.23
0.332,100.15
0.334,100.07
0.336,99.983
0.338,99.899
0.34,99.824
0.342,99.761
0.344,99.715
0.346,99.688
0.348,99.681
0.35,99.692
0.352,99.721
0.354,99.763
0.356,99.816
0.358,99.875
0.36,99.936
0.362,99.994
0.364,100.05
0.366,100.09
0.368,100.12
0.37,100.14
0.372,100.14
0.374,100.13
0.376,100.11
0.378,100.08
0.38,100.05
0.382,100.01
0.384,99.965
0.386,99.926
0.388,99.893
0.39,99.867
0.392,99.849
0.394,99.879
0.396,99.961
0.398,100
0.4,100.04
0.402,100.06
0.404,100.07
0.406,100.07
0.408,100.07
0.41,100.06
0.412,100.06
0.414,100.05
0.416,100.05
0.418,100.04
0.42,100.04
0.422,100.04
0.424,100.03
0.426,100.03
0.428,100.03
0.43,99.395
0.432,98.432
0.434,98.677
0.436,98.829
0.438,99.221
0.44,99.65
0.442,100.02
0.444,100.39
0.446,100.67
0.448,100.9
0.45,101.05
0.452,101.12
0.454,101.11
0.456,101.02
0.458,100.87
0.46,100.66
0.462,100.42
0.464,100.17
0.466,99.94
0.468,99.702
0.47,99.515
0.472,99.369
0.474,99.277
0.476,99.244
0.478,99.265
0.48,99.338
0.482,99.454
0.484,99.603
0.486,99.773
0.488,99.951
0.49,100.12
0.492,100.28
0.494,100.41
0.496,100.51
0.498,100.57
0.5,100.59
0.502,100.57
0.504,100.51
0.506,100.43
0.508,100.33
0.51,100.21
0.512,100.09
0.514,99.97
0.516,99.866
0.518,99.78
0.52,99.718
0.522,99.683
0.524,99.675
0.526,99.694
0.528,99.736
0.53,99.797
0.532,99.872
0.534,99.955
0.536,100.04
0.538,100.12
0.54,100.19
0.542,100.25
0.544,100.29
0.546,100.31
0.548,100.31
0.55,100.3
0.552,100.27
0.554,100.22
0.556,100.17
0.558,100.11
0.56,100.05
0.562,99.994
0.564,99.945
0.566,99.906
0.568,99.879
0.57,99.865
0.572,99.864
0.574,99.876
0.576,99.899
0.578,99.93
0.58,99.966
0.582,100.01
0.584,100.05
0.586,100.08
0.588,100.11
0.59,100.14
0.592,100.15
0.594,100.12
0.596,100.04
0.598,99.994
0.6,99.96
0.602,99.94
0.604,99.932
0.606,99.93
0.608,99.933
0.61,99.937
0.612,99.943
0.614,99.948
0.616,99.953
0.618,99.957
0.62,99.96
0.622,99.963
0.624,99.966
0.626,99.968
0.628,99.971
0.63,100.48
0.632,101.55
0.634,101.35
0.636,101.2
0.638,100.83
0.64,100.39
0.642,100.02
0.644,99.649
0.646,99.352
0.648,99.116
0.65,98.956
0.652,98.879
0.654,98.881
0.656,98.961
0.658,99.107
0.66,99.305
0.662,99.54
0.664,99.794
0.666,100.03
0.668,100.27
0.67,100.46
0.672,100.62
0.674,100.72
0.676,100.76
0.678,100.74
0.68,100.68
0.682,100.57
0.684,100.42
0.686,100.25
0.688,100.07
0.69,99.898
0.692,99.738
0.694,99.603
0.696,99.5
0.698,99.436
0.7,99.411
0.702,99.425
0.704,99.475
0.706,99.555
0.708,99.658
0.71,99.774
0.712,99.897
0.714,100.02
0.716,100.12
0.718,100.21
0.72,100.28
0.722,100.32
0.724,100.33
0.726,100.31
0.728,100.27
0.73,100.21
0.732,100.14
0.734,100.06
0.736,99.97
0.738,99.888
0.74,99.815
0.742,99.756
0.744,99.713
0.746,99.689
0.748,99.685
0.75,99.699
0.752,99.729
0.754,99.773
0.756,99.826
0.758,99.885
0.76,99.945
0.762,100
0.764,100.05
0.766,100.09
0.768,100.12
0.77,100.14
0.772,100.14
0.774,100.13
0.776,100.11
0.778,100.07
0.78,100.04
0.782,99.998
0.784,99.958
0.786,99.921
0.788,99.889
0.79,99.864
0.792,99.848
0.794,99.886
0.796,99.966
0.798,100.01
0.8,100.04
0.802,100.06
0.804,100.07
0.806,100.07
0.808,100.07
0.81,100.06
0.812,100.06
0.814,100.05
0.816,100.05
0.818,100.04
0.82,100.04
0.822,100.04
0.824,100.03
0.826,100.03
0.828,100.03
0.83,99.384
0.832,98.43
0.834,98.681
0.836,98.831
0.838,99.225
0.84,99.654
0.842,100.02
0.844,100.39
0.846,100.68
0.848,100.9
0.85,101.05
0.852,101.12
0.854,101.11
0.856,101.02
0.858,100.86
0.86,100.66
0.862,100.42
0.864,100.17
0.866,99.937
0.868,99.701
0.87,99.515
0.872,99.368
0.874,99.278
0.876,99.244
0.878,99.266
0.88,99.34
0.882,99.456
0.884,99.605
0.886,99.775
0.888,99.952
0.89,100.12
0.892,100.28
0.894,100.41
0.896,100.51
0.898,100.57
0.9,100.59
0.902,100.57
0.904,100.51
0.906,100.43
0.908,100.32
0.91,100.21
0.912,100.09
0.914,99.969
0.916,99.865
0.918,99.78
0.92,99.718
0.922,99.683
0.924,99.675
0.926,99.694
0.928,99.736
0.93,99.798
0.932,99.873
0.934,99.956
0.936,100.04
0.938,100.12
0.94,100.19
0.942,100.25
0.944,100.29
0.946,100.31
0.948,100.31
0.95,100.3
0.952,100.27
0.954,100.22
0.956,100.17
0.958,100.11
0.96,100.05
0.962,99.993
0.964,99.944
0.966,99.906
0.968,99.879
0.97,99.865
0.972,99.865
0.974,99.876
0.976,99.899
0.978,99.93
0.98,99.967
0.982,100.01
0.984,100.05
0.986,100.08
0.988,100.11
0.99,100.14
0.992,100.15
0.994,100.12
0.996,100.04
0.998,99.994
1,99.96
1.002,99.94
1.004,99.932
1.006,99.93
1.008,99.933
1.01,99.937
1.012,99.943
1.014,99.948
1.016,99.952
1.018,99.957
1.02,99.96
1.022,99.963
1.024,99.966
1.026,99.968
1.028,99.97
1.03,100.48
1.032,101.55
1.034,101.35
1.036,101.2
1.038,100.83
1.04,100.39
1.042,100.02
1.044,99.649
1.046,99.352
1.048,99.116
1.05,98.956
1.052,98.879
1.054,98.882
1.056,98.962
1.058,99.107
1.06,99.305
1.062,99.54
1.064,99.794
1.066,100.03
1.068,100.27
1.07,100.46
1.072,100.62
1.074,100.72
1.076,100.76
1.078,100.74
1.08,100.68
1.082,100.56
1.084,100.42
1.086,100.25
1.088,100.07
1.09,99.898
1.092,99.738
1.094,99.603
1.096,99.5
1.098,99.435
1.1,99.411
1.102,99.425
1.104,99.475
1.106,99.555
1.108,99.657
1.11,99.774
1.112,99.897
1.114,100.02
1.116,100.12
1.118,100.21
1.12,100.28
1.122,100.32
1.124,100.33
1.126,100.31
1.128,100.27
1.13,100.21
1.132,100.14
1.134,100.06
1.136,99.97
1.138,99.888
1.14,99.815
1.142,99.755
1.144,99.713
1.146,99.689
1.148,99.684
1.15,99.698
1.152,99.729
1.154,99.773
1.156,99.826
1.158,99.885
1.16,99.945
1.162,100
1.164,100.05
1.166,100.09
1.168,100.12
1.17,100.14
1.172,100.14
1.174,100.13
1.176,100.11
1.178,100.07
1.18,100.04
1.182,99.998
1.184,99.958
1.186,99.921
1.188,99.889
1.19,99.864
1.192,99.848
1.194,99.886
1.196,99.966
1.198,100.01
1.2,100.04
1.202,100.06
1.204,100.07
1.206,100.07
1.208,100.07
1.21,100.06
1.212,100.06
1.214,100.05
1.216,100.05
1.218,100.04
1.22,100.04
1.222,100.04
1.224,100.03
1.226,100.03
1.228,100.03
1.23,99.383
1.232,98.43
1.234,98.681
1.236,98.831
1.238,99.226
1.24,99.654
1.242,100.02
1.244,100.39
1.246,100.68
1.248,100.9
1.25,101.05
1.252,101.12
1.254,101.11
1.256,101.02
1.258,100.86
1.26,100.66
1.262,100.42
1.264,100.17
1.266,99.937
1.268,99.701
1.27,99.514
1.272,99.368
1.274,99.278
1.276,99.244
1.278,99.266
1.28,99.34
1.282,99.456
1.284,99.605
1.286,99.775
1.288,99.952
1.29,100.12
1.292,100.28
1.294,100.41
1.296,100.51
1.298,100.57
1.3,100.59
1.302,100.57
1.304,100.51
1.306,100.43
1.308,100.32
1.31,100.21
1.312,100.09
1.314,99.969
1.316,99.865
1.318,99.78
1.32,99.718
1.322,99.683
1.324,99.675
1.326,99.694
1.328,99.736
1.33,99.798
1.332,99.873
1.334,99.956
1.336,100.04
1.338,100.12
1.34,100.19
1.342,100.25
1.344,100.29
1.346,100.31
1.348,100.31
1.35,100.3
1.352,100.27
1.354,100.22
1.356,100.17
1.358,100.11
1.36,100.05
1.362,99.993
1.364,99.944
1.366,99.906
1.368,99.879
1.37,99.865
1.372,99.865
1.374,99.876
1.376,99.899
1.378,99.93
1.38,99.967
1.382,100.01
1.384,100.05
1.386,100.08
1.388,100.11
1.39,100.14
1.392,100.15
1.394,100.12
1.396,100.04
1.398,99.994
1.4,99.96
1.402,99.94
1.404,99.932
1.406,99.93
1.408,99.932
1.41,99.937
1.412,99.942
1.414,99.948
1.416,99.952
1.418,99.957
1.42,99.96
1.422,99.963
1.424,99.966
1.426,99.968
1.428,99.97
1.43,100.48
1.432,101.55
1.434,101.35
1.436,101.2
1.438,100.83
1.44,100.39
1.442,100.02
1.444,99.648
1.446,99.352
1.448,99.116
1.45,98.955
1.452,98.879
1.454,98.882
1.456,98.962
1.458,99.107
1.46,99.305
1.462,99.54
1.464,99.794
1.466,100.03
1.468,100.27
1.47,100.46
1.472,100.62
1.474,100.72
1.476,100.76
1.478,100.74
1.48,100.68
1.482,100.56
1.484,100.42
1.486,100.25
1.488,100.07
1.49,99.898
1.492,99.738
1.494,99.603
1.496,99.5
1.498,99.436
1.5,99.411
1.502,99.425
1.504,99.475
1.506,99.555
1.508,99.658
1.51,99.775
1.512,99.897
1.514,100.02
1.516,100.12
1.518,100.21
1.52,100.28
1.522,100.32
1.524,100.33
1.526,100.31
1.528,100.27
1.53,100.21
1.532,100.14
1.534,100.06
1.536,99.97
1.538,99.888
1.54,99.815
1.542,99.756
1.544,99.713
1.546,99.689
1.548,99.685
1.55,99.699
1.552,99.729
1.554,99.773
1.556,99.826
1.558,99.885
1.56,99.945
1.562,100
1.564,100.05
1.566,100.09
1.568,100.12
1.57,100.14
1.572,100.14
1.574,100.13
1.576,100.11
1.578,100.07
1.58,100.04
1.582,99.998
1.584,99.958
1.586,99.921
1.588,99.889
1.59,99.865
1.592,99.848
1.594,99.886
1.596,99.966
1.598,100.01
1.6,100.04
1.602,100.06
1.604,100.07
1.606,100.07
1.608,100.07
1.61,100.06
1.612,100.06
1.614,100.05
1.616,100.05
1.618,100.04
1.62,100.04
1.622,100.04
1.624,100.03
1.626,100.03
1.628,100.03
1.63,99.384
1.632,98.43
1.634,98.681
1.636,98.831
1.638,99.225
1.64,99.653
1.642,100.02
1.644,100.39
1.646,100.68
1.648,100.9
1.65,101.05
1.652,101.12
1.654,101.11
1.656,101.02
1.658,100.86
1.66,100.66
1.662,100.42
1.664,100.17
1.666,99.937
1.668,99.701
1.67,99.514
1.672,99.368
1.674,99.278
1.676,99.244
1.678,99.266
1.68,99.34
1.682,99.456
1.684,99.605
1.686,99.775
1.688,99.952
1.69,100.12
1.692,100.28
1.694,100.41
1.696,100.51
1.698,100.57
1.7,100.59
1.702,100.57
1.704,100.51
1.706,100.43
1.708,100.32
1.71,100.21
1.712,100.09
1.714,99.969
1.716,99.865
1.718,99.78
1.72,99.718
1.722,99.683
1.724,99.675
1.726,99.694
1.728,99.736
1.73,99.798
1.732,99.873
1.734,99.956
1.736,100.04
1.738,100.12
1.74,100.19
1.742,100.25
1.744,100.29
1.746,100.31
1.748,100.31
1.75,100.3
1.752,100.27
1.754,100.22
1.756,100.17
1.758,100.11
1.76,100.05
1.762,99.993
1.764,99.944
1.766,99.906
1.768,99.879
1.77,99.865
1.772,99.865
1.774,99.876
1.776,99.899
1.778,99.93
1.78,99.967
1.782,100.01
1.784,100.05
1.786,100.08
1.788,100.11
1.79,100.14
1.792,100.15
1.794,100.12
1.796,100.04
1.798,99.994
